"cases","defennm","NewOrgname","NewUltorg"
"{05-2009-1019}","AMERICAN ELECTRIC POWER SERVICE CORP.","American Electric Power",
"{09-2004-0357}","American Airlines, Inc.","American Airlines","AMR Corp"
"{04-2004-3751}","AMERICAN AIRLINES","American Airlines","AMR Corp"
"{HQ-2006-6004}","American Air Liquide","Air Liquide America ",
"{02-2004-2011}","Amerada Hess","Amerada Hess Corp",
"{09-2001-0029}","ALOHA AIRLINES","Aloha Airlines",
"{02-2002-0010}","Alliant Techsystems, Inc.","Alliant Techsystems",
"{02-2002-0010}","Alliant Techsystems, Inc.","Alliant Techsystems",
"{02-2002-0010}","Alliant Techsystems Inc. (ATK)","Alliant Techsystems",
"{02-2002-0010}","Alliant Techsystems Inc. (ATK)","Alliant Techsystems",
"{02-2004-2033}","Alliant Techsystems Inc.","Alliant Techsystems",
"{02-2004-2033}","Alliant Techsystems Inc.","Alliant Techsystems",
"{07-2008-0137}","ALLIANT TECHSYSTEMS INC AS THE SUCCESSOR TO CORDAN","Alliant Techsystems",
"{07-2008-0137}","ALLIANT TECHSYSTEMS INC AS THE SUCCESSOR TO CORDAN","Alliant Techsystems",
"{07-2008-0137}","ALLIANT TECH-SYSTEMS AS SUCCESSOR TO HERCULES","Alliant Techsystems",
"{09-2005-0275}","Allergan, Inc.","Allergan Inc",
"{04-2004-9006}","ALLEN BRADLEY CO. nka ROCKWELL AUTOMATION, INC.","Rockwell Automation","Rockwell International"
"{02-2009-2006}","Allegheny Energy, Inc.","Allegheny Energy",
"{06-2002-3712,04-2004-9006}","ALCOA, INC.","Alcoa Inc",
"{07-2008-0220}","ALCOA, INC","Alcoa Inc",
"{10-2007-0228,02-2007-2016,09-2004-0357}","Alcoa Inc.","Alcoa Inc",
"{02-2008-2011,05-2003-0411,05-2003-0405}","ALCOA INC.","Alcoa Inc",
"{06-2005-2783}","ALCOA INC and ALCOA WORLD ALUMINA","Alcoa Inc",
"{02-2007-2006}","Alcoa Inc","Alcoa Inc",
"{04-2003-3504}","ALCATEL TELECOMMUNICATIONS CABLE","Alcatel Telecommunications Cable","Alcatel-Lucent"
"{04-2003-3504}","ALCATEL NA CABLE SYSTEMS, INC.","Alcatel Cable Systems","Alcatel-Lucent"
"{02-2003-0002}","Alcan Aluminum Corporation","Alcan Aluminum",
"{04-2001-9015}","ALCAN ALUMINUM","Alcan Aluminum",
"{04-2007-3759}","ALBAUGH, INC.","Albaugh Inc",
"{02-2009-2006}","Alaska Department of Environmental Conservation","Alaska Dept of Environmental Conservation","State of Alaska"
"{04-2010-3756}","ALABAMA GAS CORPORATION","Alabama Gas Corp","Energen Corp"
"{04-2003-9004}","ALABAMA ARMY AMMUNITION PLANT","US Army","US Dept of Defense"
"{09-2009-2526}","AK Steel, Successor by Merger to Armco,.Inc.","AK Steel",
"{03-2002-0009,05-2003-4000,03-2006-0051}","AK STEEL CORPORATION","AK Steel",
"{02-2009-2006}","AK Steel Corp.","AK Steel",
"{03-2003-0179}","AK Steel","AK Steel",
"{03-2004-0088}","AK STEEL","AK Steel",
"{04-2007-3759}","AIR PRODUCTS, L.P.","Air Products & Chemicals Inc",
"{04-2007-3759}","AIR PRODUCTS, INC., PERMEA DIVISION","Air Products & Chemicals Inc",
"{04-2007-3759}","AIR PRODUCTS, INC.","Air Products & Chemicals Inc",
"{04-2007-3759}","AIR PRODUCTS OXYGEN PLANT","Air Products & Chemicals Inc",
"{04-2007-3759}","AIR PRODUCTS MANUFACTURING CORP.","Air Products & Chemicals Inc",
"{02-2004-0006}","Air Products and Chemicals, Inc.","Air Products & Chemicals Inc",
"{03-2006-0051,03-2006-0051,04-2007-3759,04-2002-9002}","AIR PRODUCTS AND CHEMICALS, INC.","Air Products & Chemicals Inc",
"{02-2008-2011}","Air Products and Chemicals, Inc","Air Products & Chemicals Inc",
"{03-2004-0411}","AIR PRODUCTS AND CHEMICALS, INC","Air Products & Chemicals Inc",
"{02-2007-2006}","Air Products and Chemicals Inc","Air Products & Chemicals Inc",
"{01-2007-0507}","AIR PRODUCTS AND CHEMICALS","Air Products & Chemicals Inc",
"{04-2002-9064}","AIR PRODUCTS & CHEMICALS, INC.","Air Products & Chemicals Inc",
"{04-2002-9064}","AIR PRODUCTS & CHEMICALS, INC.","Air Products & Chemicals Inc",
"{03-2001-0427}","AIR PRODUCTS & CHEMICALS, INC","Air Products & Chemicals Inc",
"{03-2001-0427}","AIR PRODUCTS & CHEMICALS, INC","Air Products & Chemicals Inc",
"{05-2001-0420}","AIR LIQUIDS CORP.","Air Liquide America",
"{04-2003-3504}","AIR LIQUIDE AMERICA L.P. (ON BEHALF OF CARDOX)","Air Liquide America",
"{05-2001-0420}","AIR LIQUIDE AMERICA CORPORATION","Air Liquide America",
"{03-2001-0427}","AGRILINK FOODS, INC (F/K/A FINGER LAKES","Agrilink Foods",
"{06-2007-0919}","Agrifos & ExxonMobil Oil Corporation","Agrifos/Exxon Mobil","Exxon Mobil"
"{04-2004-9006}","AEROQUIP CORPORATION nka EATON AEROQUIP, INC.","Eaton Aeroquip","Eaton Corp"
"{09-2007-0073}","Aerojet-General Corp.","Aerojet-General Corp","GenCorp Inc"
"{09-2002-0181,09-2005-0224}","Aerojet General Corporation","Aerojet-General Corp","GenCorp Inc"
"{09-2004-0357}","Advanced Micro Devices, Inc.","Advanced Micro Devices",
"{07-2001-0304}","ADM MILLING COMPANY","ADM Milling Co","Archer Daniels Midland"
"{07-2001-0304}","ADM CORN SWEETNERS","ADM Corn Sweeteners","Archer Daniels Midland"
"{05-2006-5018}","ABBOTT LABS - N. CHICAGO PLANT","Abbott Laboratories",
"{04-2004-9006}","ABBOTT LABS","Abbott Laboratories",
"{02-2009-2006}","Abbott Laboratories","Abbott Laboratories",
"{03-2001-0427}","ABBOTT LABORATORIES","Abbott Laboratories",
"{02-2007-2006}","ABB, Inc.","ABB Inc","ABB Group"
"{04-2002-9002}","ABB, INC.","ABB Inc","ABB Group"
"{03-2001-0427}","ABB, INC","ABB Inc","ABB Group"
"{02-2008-2011}","ABB Inc.","ABB Inc","ABB Group"
"{02-2009-2006}","ABB Automation","ABB Automation","ABB Group"
"{04-2004-3751}","AAR LANDING GEAR","AAR Landing Gear","AAR Corp"
"{04-2004-3751}","AAA COOPER","AAA Cooper Transportation",
"{04-2006-9037}","A.T. MASSEY COAL COMPANY","AT Massey Coal Co","Massey Energy"
"{10-2009-0023}","A-dec Inc.","A-Dec Inc",
"{05-2007-0832}","3M Corporation","3M Co",
"{HQ-2006-5004,02-2004-0006,02-2008-2011}","3M Company","3M Co",
"{02-2005-0016,07-2005-0408,03-2004-0411}","3M COMPANY","3M Co",
"{02-2005-0014}","3M Co.","3M Co",
